service_id,inventory_id,service_type,service_date,service_cost
14916,675,tire change,2022-03-07,202.5000
14917,675,oil service,2022-03-07,270.0000
14918,709,tire change,2022-03-07,202.5000
14919,709,oil service,2022-03-07,135.0000
14920,716,tire change,2022-03-07,202.5000
14921,716,oil service,2022-03-07,202.5000
14922,723,tire change,2022-03-07,202.5000
14923,723,oil service,2022-03-07,135.0000
14924,731,tire change,2022-03-07,202.5000
14925,731,oil service,2022-03-07,270.0000
14926,733,tire change,2022-03-07,202.5000
14927,733,oil service,2022-03-07,135.0000
14928,734,tire change,2022-03-07,202.5000
14929,734,oil service,2022-03-07,202.5000
14930,735,tire change,2022-03-07,202.5000
14931,735,oil service,2022-03-07,135.0000
14932,756,tire change,2022-03-07,202.5000
14933,756,oil service,2022-03-07,135.0000
14934,765,tire change,2022-03-07,202.5000
14935,765,oil service,2022-03-07,135.0000
14936,774,tire change,2022-03-07,202.5000
14937,774,oil service,2022-03-07,202.5000
14938,777,tire change,2022-03-07,202.5000
14939,777,oil service,2022-03-07,135.0000
14940,786,tire change,2022-03-07,202.5000
14941,786,oil service,2022-03-07,202.5000
14942,807,tire change,2022-03-07,202.5000
14943,807,oil service,2022-03-07,202.5000
14944,814,tire change,2022-03-07,202.5000
14945,814,oil service,2022-03-07,270.0000
14946,816,tire change,2022-03-07,202.5000
14947,816,oil service,2022-03-07,202.5000
14948,822,tire change,2022-03-07,202.5000
14949,822,oil service,2022-03-07,202.5000
14950,826,tire change,2022-03-07,202.5000
14951,826,oil service,2022-03-07,135.0000
14952,867,tire change,2022-03-07,202.5000
14953,867,oil service,2022-03-07,202.5000
14954,886,tire change,2022-03-07,202.5000
14955,886,oil service,2022-03-07,135.0000
14956,915,tire change,2022-03-07,202.5000
14957,915,oil service,2022-03-07,202.5000
14958,916,tire change,2022-03-07,202.5000
14959,916,oil service,2022-03-07,270.0000
14960,926,tire change,2022-03-07,202.5000
14961,926,oil service,2022-03-07,202.5000
14962,927,tire change,2022-03-07,202.5000
14963,927,oil service,2022-03-07,270.0000
14964,948,tire change,2022-03-07,202.5000
14965,948,oil service,2022-03-07,202.5000
14966,950,tire change,2022-03-07,202.5000
14967,950,oil service,2022-03-07,135.0000
14968,953,tire change,2022-03-07,202.5000
14969,953,oil service,2022-03-07,202.5000
14970,954,tire change,2022-03-07,202.5000
14971,954,oil service,2022-03-07,202.5000
14972,966,tire change,2022-03-07,202.5000
14973,966,oil service,2022-03-07,202.5000
14974,981,tire change,2022-03-07,202.5000
14975,981,oil service,2022-03-07,135.0000
14976,984,tire change,2022-03-07,202.5000
14977,984,oil service,2022-03-07,202.5000
14978,993,tire change,2022-03-07,202.5000
14979,993,oil service,2022-03-07,202.5000
14980,1008,tire change,2022-03-07,202.5000
14981,1008,oil service,2022-03-07,135.0000
14982,1029,tire change,2022-03-07,202.5000
14983,1029,oil service,2022-03-07,135.0000
14984,1040,tire change,2022-03-07,202.5000
14985,1040,oil service,2022-03-07,135.0000
14986,1047,tire change,2022-03-07,202.5000
14987,1047,oil service,2022-03-07,270.0000
14988,1052,tire change,2022-03-07,202.5000
14989,1052,oil service,2022-03-07,202.5000
14990,1053,tire change,2022-03-07,202.5000
14991,1053,oil service,2022-03-07,135.0000
14992,1055,tire change,2022-03-07,202.5000
14993,1055,oil service,2022-03-07,135.0000
14994,1062,tire change,2022-03-07,202.5000
14995,1062,oil service,2022-03-07,135.0000
14996,1078,tire change,2022-03-07,202.5000
14997,1078,oil service,2022-03-07,202.5000
14998,1080,tire change,2022-03-07,202.5000
14999,1080,oil service,2022-03-07,270.0000
15000,1093,tire change,2022-03-07,202.5000
15001,1093,oil service,2022-03-07,270.0000
15002,1101,tire change,2022-03-07,202.5000
15003,1101,oil service,2022-03-07,202.5000
15004,1103,tire change,2022-03-07,202.5000
15005,1103,oil service,2022-03-07,202.5000
15006,1117,tire change,2022-03-07,202.5000
15007,1117,oil service,2022-03-07,202.5000
15008,1120,tire change,2022-03-07,202.5000
15009,1120,oil service,2022-03-07,202.5000
15010,1127,tire change,2022-03-07,202.5000
15011,1127,oil service,2022-03-07,202.5000
15012,1136,tire change,2022-03-07,202.5000
15013,1136,oil service,2022-03-07,135.0000
15014,1143,tire change,2022-03-07,202.5000
15015,1143,oil service,2022-03-07,270.0000
15016,1146,tire change,2022-03-07,202.5000
15017,1146,oil service,2022-03-07,270.0000
15018,1155,tire change,2022-03-07,202.5000
15019,1155,oil service,2022-03-07,135.0000
15020,1163,tire change,2022-03-07,202.5000
15021,1163,oil service,2022-03-07,135.0000
15022,1188,tire change,2022-03-07,202.5000
15023,1188,oil service,2022-03-07,270.0000
15024,1192,tire change,2022-03-07,202.5000
15025,1192,oil service,2022-03-07,202.5000
15026,678,tire change,2022-03-09,202.5000
15027,678,oil service,2022-03-09,270.0000
15028,827,tire change,2022-03-09,202.5000
15029,827,oil service,2022-03-09,270.0000
15030,900,tire change,2022-03-09,202.5000
15031,900,oil service,2022-03-09,135.0000
15032,924,tire change,2022-03-09,202.5000
15033,924,oil service,2022-03-09,202.5000
15034,972,tire change,2022-03-09,202.5000
15035,972,oil service,2022-03-09,135.0000
15036,987,tire change,2022-03-09,202.5000
15037,987,oil service,2022-03-09,135.0000
15038,1083,tire change,2022-03-09,202.5000
15039,1083,oil service,2022-03-09,135.0000
15040,1100,tire change,2022-03-09,202.5000
15041,1100,oil service,2022-03-09,202.5000
15042,705,tire change,2022-03-10,202.5000
15043,705,oil service,2022-03-10,202.5000
15044,770,tire change,2022-03-10,202.5000
15045,770,oil service,2022-03-10,135.0000
15046,775,tire change,2022-03-10,202.5000
15047,775,oil service,2022-03-10,270.0000
15048,776,tire change,2022-03-10,202.5000
15049,776,oil service,2022-03-10,135.0000
15050,798,tire change,2022-03-10,202.5000
15051,798,oil service,2022-03-10,135.0000
15052,838,tire change,2022-03-10,202.5000
15053,838,oil service,2022-03-10,270.0000
15054,908,tire change,2022-03-10,202.5000
15055,908,oil service,2022-03-10,270.0000
15056,923,tire change,2022-03-10,202.5000
15057,923,oil service,2022-03-10,135.0000
15058,929,tire change,2022-03-10,202.5000
15059,929,oil service,2022-03-10,135.0000
15060,938,tire change,2022-03-10,202.5000
15061,938,oil service,2022-03-10,202.5000
15062,1085,tire change,2022-03-10,202.5000
15063,1085,oil service,2022-03-10,202.5000
15064,758,tire change,2022-03-12,202.5000
15065,758,oil service,2022-03-12,270.0000
15066,783,tire change,2022-03-12,202.5000
15067,783,oil service,2022-03-12,135.0000
15068,813,tire change,2022-03-12,202.5000
15069,813,oil service,2022-03-12,270.0000
15070,843,tire change,2022-03-12,202.5000
15071,843,oil service,2022-03-12,135.0000
15072,852,tire change,2022-03-12,202.5000
15073,852,oil service,2022-03-12,135.0000
15074,960,tire change,2022-03-12,202.5000
15075,960,oil service,2022-03-12,202.5000
15076,990,tire change,2022-03-12,202.5000
15077,990,oil service,2022-03-12,202.5000
15078,1003,tire change,2022-03-12,202.5000
15079,1003,oil service,2022-03-12,202.5000
15080,1086,tire change,2022-03-12,202.5000
15081,1086,oil service,2022-03-12,270.0000
15082,1109,tire change,2022-03-12,202.5000
15083,1109,oil service,2022-03-12,270.0000
15084,1125,tire change,2022-03-12,202.5000
15085,1125,oil service,2022-03-12,135.0000
15086,1152,tire change,2022-03-12,202.5000
15087,1152,oil service,2022-03-12,270.0000
15088,1179,tire change,2022-03-12,202.5000
15089,1179,oil service,2022-03-12,135.0000
15090,522,oil service,2022-09-01,202.5000
15091,523,oil service,2022-09-01,270.0000
15092,524,oil service,2022-09-01,135.0000
15093,525,oil service,2022-09-01,270.0000
15094,526,oil service,2022-09-01,135.0000
15095,527,oil service,2022-09-01,202.5000
15096,528,oil service,2022-09-01,270.0000
15097,529,oil service,2022-09-01,270.0000
15098,530,oil service,2022-09-01,135.0000
15099,531,oil service,2022-09-01,202.5000
15100,532,oil service,2022-09-01,270.0000
15101,533,oil service,2022-09-01,135.0000
15102,534,oil service,2022-09-01,135.0000
15103,535,oil service,2022-09-01,202.5000
15104,536,oil service,2022-09-01,202.5000
15105,537,oil service,2022-09-01,202.5000
15106,538,oil service,2022-09-01,135.0000
15107,539,oil service,2022-09-01,270.0000
15108,540,oil service,2022-09-01,135.0000
15109,541,oil service,2022-09-01,202.5000
15110,542,oil service,2022-09-01,135.0000
15111,543,oil service,2022-09-01,270.0000
15112,544,oil service,2022-09-01,135.0000
15113,545,oil service,2022-09-01,202.5000
15114,546,oil service,2022-09-01,135.0000
15115,547,oil service,2022-09-01,270.0000
15116,548,oil service,2022-09-01,202.5000
15117,549,oil service,2022-09-01,135.0000
15118,550,oil service,2022-09-01,135.0000
15119,551,oil service,2022-09-01,135.0000
15120,552,oil service,2022-09-01,270.0000
15121,553,oil service,2022-09-01,202.5000
15122,554,oil service,2022-09-01,135.0000
15123,555,oil service,2022-09-01,135.0000
15124,556,oil service,2022-09-01,202.5000
15125,557,oil service,2022-09-01,202.5000
15126,558,oil service,2022-09-01,202.5000
15127,559,oil service,2022-09-01,202.5000
15128,560,oil service,2022-09-01,202.5000
15129,561,oil service,2022-09-01,270.0000
15130,562,oil service,2022-09-01,202.5000
15131,563,oil service,2022-09-01,270.0000
15132,564,oil service,2022-09-01,135.0000
15133,565,oil service,2022-09-01,202.5000
15134,566,oil service,2022-09-01,270.0000
15135,567,oil service,2022-09-01,202.5000
15136,568,oil service,2022-09-01,202.5000
15137,569,oil service,2022-09-01,270.0000
15138,570,oil service,2022-09-01,135.0000
15139,571,oil service,2022-09-01,135.0000
15140,572,oil service,2022-09-01,270.0000
15141,573,oil service,2022-09-01,202.5000
15142,574,oil service,2022-09-01,270.0000
15143,575,oil service,2022-09-01,270.0000
15144,576,oil service,2022-09-01,270.0000
15145,577,oil service,2022-09-01,135.0000
15146,578,oil service,2022-09-01,270.0000
15147,579,oil service,2022-09-01,270.0000
15148,580,oil service,2022-09-01,202.5000
15149,581,oil service,2022-09-01,135.0000
15150,582,oil service,2022-09-01,135.0000
15151,583,oil service,2022-09-01,135.0000
15152,584,oil service,2022-09-01,202.5000
15153,585,oil service,2022-09-01,202.5000
15154,586,oil service,2022-09-01,135.0000
15155,587,oil service,2022-09-01,135.0000
15156,588,oil service,2022-09-01,270.0000
15157,589,oil service,2022-09-01,202.5000
15158,590,oil service,2022-09-01,270.0000
15159,591,oil service,2022-09-01,135.0000
15160,592,oil service,2022-09-01,270.0000
15161,593,oil service,2022-09-01,135.0000
15162,594,oil service,2022-09-01,202.5000
15163,595,oil service,2022-09-01,202.5000
15164,596,oil service,2022-09-01,135.0000
15165,597,oil service,2022-09-01,270.0000
15166,598,oil service,2022-09-01,202.5000
15167,599,oil service,2022-09-01,270.0000
15168,600,oil service,2022-09-01,135.0000
15169,601,oil service,2022-09-01,135.0000
15170,602,oil service,2022-09-01,202.5000
15171,603,oil service,2022-09-01,202.5000
15172,604,oil service,2022-09-01,202.5000
15173,605,oil service,2022-09-01,202.5000
15174,606,oil service,2022-09-01,135.0000
15175,607,oil service,2022-09-01,202.5000
15176,608,oil service,2022-09-01,202.5000
15177,609,oil service,2022-09-01,202.5000
15178,610,oil service,2022-09-01,135.0000
15179,611,oil service,2022-09-01,135.0000
15180,612,oil service,2022-09-01,270.0000
15181,613,oil service,2022-09-01,202.5000
15182,614,oil service,2022-09-01,270.0000
15183,615,oil service,2022-09-01,135.0000
15184,616,oil service,2022-09-01,135.0000
15185,617,oil service,2022-09-01,135.0000
15186,618,oil service,2022-09-01,270.0000
15187,619,oil service,2022-09-01,202.5000
15188,620,oil service,2022-09-01,202.5000
15189,621,oil service,2022-09-01,270.0000
15190,622,oil service,2022-09-01,202.5000
15191,623,oil service,2022-09-01,135.0000
15192,624,oil service,2022-09-01,202.5000
15193,625,oil service,2022-09-01,202.5000
15194,626,oil service,2022-09-01,202.5000
15195,627,oil service,2022-09-01,135.0000
15196,628,oil service,2022-09-01,270.0000
15197,629,oil service,2022-09-01,135.0000
15198,630,oil service,2022-09-01,135.0000
15199,631,oil service,2022-09-01,270.0000
15200,632,oil service,2022-09-01,270.0000
15201,633,oil service,2022-09-01,270.0000
15202,634,oil service,2022-09-01,135.0000
15203,635,oil service,2022-09-01,202.5000
15204,636,oil service,2022-09-01,270.0000
15205,637,oil service,2022-09-01,270.0000
15206,638,oil service,2022-09-01,135.0000
15207,639,oil service,2022-09-01,270.0000
15208,640,oil service,2022-09-01,202.5000
15209,641,oil service,2022-09-01,202.5000
15210,642,oil service,2022-09-01,135.0000
15211,643,oil service,2022-09-01,270.0000
15212,644,oil service,2022-09-01,202.5000
15213,645,oil service,2022-09-01,202.5000
15214,646,oil service,2022-09-01,270.0000
15215,647,oil service,2022-09-01,270.0000
15216,648,oil service,2022-09-01,270.0000
15217,650,oil service,2022-09-01,135.0000
15218,651,oil service,2022-09-01,202.5000
15219,653,oil service,2022-09-01,202.5000
15220,654,oil service,2022-09-01,270.0000
15221,655,oil service,2022-09-01,135.0000
15222,656,oil service,2022-09-01,135.0000
15223,657,oil service,2022-09-01,202.5000
15224,658,oil service,2022-09-01,270.0000
15225,659,oil service,2022-09-01,135.0000
15226,660,oil service,2022-09-01,135.0000
15227,661,oil service,2022-09-01,135.0000
15228,663,oil service,2022-09-01,135.0000
15229,664,oil service,2022-09-01,202.5000
15230,665,oil service,2022-09-01,202.5000
15231,666,oil service,2022-09-01,202.5000
15232,667,oil service,2022-09-01,202.5000
15233,668,oil service,2022-09-01,135.0000
15234,669,oil service,2022-09-01,202.5000
15235,670,oil service,2022-09-01,202.5000
15236,671,oil service,2022-09-01,270.0000
15237,672,oil service,2022-09-01,270.0000
15238,674,oil service,2022-09-01,270.0000
15239,675,oil service,2022-09-01,270.0000
15240,676,oil service,2022-09-01,135.0000
15241,677,oil service,2022-09-01,135.0000
15242,678,oil service,2022-09-01,270.0000
15243,679,oil service,2022-09-01,135.0000
15244,680,oil service,2022-09-01,270.0000
15245,681,oil service,2022-09-01,202.5000
15246,683,oil service,2022-09-01,135.0000
15247,684,oil service,2022-09-01,135.0000
15248,685,oil service,2022-09-01,202.5000
15249,686,oil service,2022-09-01,202.5000
15250,687,oil service,2022-09-01,202.5000
15251,688,oil service,2022-09-01,135.0000
15252,689,oil service,2022-09-01,202.5000
15253,690,oil service,2022-09-01,135.0000
15254,691,oil service,2022-09-01,270.0000
15255,692,oil service,2022-09-01,270.0000
15256,693,oil service,2022-09-01,270.0000
15257,694,oil service,2022-09-01,202.5000
15258,697,oil service,2022-09-01,135.0000
15259,698,oil service,2022-09-01,202.5000
15260,699,oil service,2022-09-01,135.0000
15261,700,oil service,2022-09-01,135.0000
15262,701,oil service,2022-09-01,135.0000
15263,702,oil service,2022-09-01,135.0000
15264,703,oil service,2022-09-01,202.5000
15265,705,oil service,2022-09-01,202.5000
15266,706,oil service,2022-09-01,135.0000
15267,707,oil service,2022-09-01,270.0000
15268,708,oil service,2022-09-01,270.0000
15269,709,oil service,2022-09-01,135.0000
15270,710,oil service,2022-09-01,135.0000
15271,711,oil service,2022-09-01,270.0000
15272,712,oil service,2022-09-01,202.5000
15273,713,oil service,2022-09-01,135.0000
15274,714,oil service,2022-09-01,135.0000
15275,715,oil service,2022-09-01,135.0000
15276,716,oil service,2022-09-01,202.5000
15277,717,oil service,2022-09-01,202.5000
15278,718,oil service,2022-09-01,270.0000
15279,719,oil service,2022-09-01,202.5000
15280,720,oil service,2022-09-01,270.0000
15281,721,oil service,2022-09-01,270.0000
15282,722,oil service,2022-09-01,270.0000
15283,723,oil service,2022-09-01,135.0000
15284,724,oil service,2022-09-01,135.0000
15285,725,oil service,2022-09-01,202.5000
15286,726,oil service,2022-09-01,202.5000
15287,727,oil service,2022-09-01,270.0000
15288,728,oil service,2022-09-01,202.5000
15289,729,oil service,2022-09-01,135.0000
15290,730,oil service,2022-09-01,202.5000
15291,731,oil service,2022-09-01,270.0000
15292,732,oil service,2022-09-01,202.5000
15293,733,oil service,2022-09-01,135.0000
15294,734,oil service,2022-09-01,202.5000
15295,736,oil service,2022-09-01,270.0000
15296,737,oil service,2022-09-01,202.5000
15297,739,oil service,2022-09-01,270.0000
15298,741,oil service,2022-09-01,270.0000
15299,742,oil service,2022-09-01,202.5000
15300,743,oil service,2022-09-01,202.5000
15301,744,oil service,2022-09-01,270.0000
15302,745,oil service,2022-09-01,270.0000
15303,746,oil service,2022-09-01,270.0000
15304,747,oil service,2022-09-01,270.0000
15305,749,oil service,2022-09-01,135.0000
15306,750,oil service,2022-09-01,202.5000
15307,751,oil service,2022-09-01,202.5000
15308,752,oil service,2022-09-01,270.0000
15309,753,oil service,2022-09-01,135.0000
15310,757,oil service,2022-09-01,135.0000
15311,758,oil service,2022-09-01,270.0000
15312,760,oil service,2022-09-01,270.0000
15313,761,oil service,2022-09-01,270.0000
15314,762,oil service,2022-09-01,135.0000
15315,763,oil service,2022-09-01,270.0000
15316,764,oil service,2022-09-01,270.0000
15317,765,oil service,2022-09-01,135.0000
15318,766,oil service,2022-09-01,202.5000
15319,767,oil service,2022-09-01,270.0000
15320,768,oil service,2022-09-01,202.5000
15321,769,oil service,2022-09-01,135.0000
15322,770,oil service,2022-09-01,135.0000
15323,771,oil service,2022-09-01,202.5000
15324,772,oil service,2022-09-01,270.0000
15325,773,oil service,2022-09-01,270.0000
15326,774,oil service,2022-09-01,202.5000
15327,775,oil service,2022-09-01,270.0000
15328,776,oil service,2022-09-01,135.0000
15329,777,oil service,2022-09-01,135.0000
15330,778,oil service,2022-09-01,135.0000
15331,780,oil service,2022-09-01,270.0000
15332,781,oil service,2022-09-01,270.0000
15333,782,oil service,2022-09-01,270.0000
15334,783,oil service,2022-09-01,135.0000
15335,785,oil service,2022-09-01,202.5000
15336,786,oil service,2022-09-01,202.5000
15337,787,oil service,2022-09-01,270.0000
15338,788,oil service,2022-09-01,270.0000
15339,789,oil service,2022-09-01,202.5000
15340,790,oil service,2022-09-01,202.5000
15341,791,oil service,2022-09-01,135.0000
15342,792,oil service,2022-09-01,202.5000
15343,793,oil service,2022-09-01,270.0000
15344,794,oil service,2022-09-01,202.5000
15345,795,oil service,2022-09-01,135.0000
15346,796,oil service,2022-09-01,270.0000
15347,797,oil service,2022-09-01,135.0000
15348,798,oil service,2022-09-01,135.0000
15349,799,oil service,2022-09-01,202.5000
15350,800,oil service,2022-09-01,202.5000
15351,802,oil service,2022-09-01,135.0000
15352,803,oil service,2022-09-01,270.0000
15353,804,oil service,2022-09-01,270.0000
15354,805,oil service,2022-09-01,202.5000
15355,806,oil service,2022-09-01,270.0000
15356,807,oil service,2022-09-01,202.5000
15357,808,oil service,2022-09-01,135.0000
15358,809,oil service,2022-09-01,135.0000
15359,811,oil service,2022-09-01,202.5000
15360,813,oil service,2022-09-01,270.0000
15361,814,oil service,2022-09-01,270.0000
15362,815,oil service,2022-09-01,270.0000
15363,816,oil service,2022-09-01,202.5000
15364,818,oil service,2022-09-01,135.0000
15365,819,oil service,2022-09-01,270.0000
15366,820,oil service,2022-09-01,135.0000
15367,821,oil service,2022-09-01,202.5000
15368,822,oil service,2022-09-01,202.5000
15369,823,oil service,2022-09-01,135.0000
15370,824,oil service,2022-09-01,270.0000
15371,825,oil service,2022-09-01,202.5000
15372,826,oil service,2022-09-01,135.0000
15373,827,oil service,2022-09-01,270.0000
15374,828,oil service,2022-09-01,135.0000
15375,829,oil service,2022-09-01,202.5000
15376,830,oil service,2022-09-01,135.0000
15377,831,oil service,2022-09-01,135.0000
15378,832,oil service,2022-09-01,270.0000
15379,833,oil service,2022-09-01,270.0000
15380,834,oil service,2022-09-01,135.0000
15381,835,oil service,2022-09-01,135.0000
15382,836,oil service,2022-09-01,135.0000
15383,837,oil service,2022-09-01,202.5000
15384,838,oil service,2022-09-01,270.0000
15385,839,oil service,2022-09-01,202.5000
15386,840,oil service,2022-09-01,270.0000
15387,841,oil service,2022-09-01,202.5000
15388,842,oil service,2022-09-01,135.0000
15389,843,oil service,2022-09-01,135.0000
15390,844,oil service,2022-09-01,202.5000
15391,845,oil service,2022-09-01,270.0000
15392,846,oil service,2022-09-01,135.0000
15393,847,oil service,2022-09-01,135.0000
15394,849,oil service,2022-09-01,202.5000
15395,850,oil service,2022-09-01,202.5000
15396,853,oil service,2022-09-01,202.5000
15397,854,oil service,2022-09-01,270.0000
15398,855,oil service,2022-09-01,270.0000
15399,856,oil service,2022-09-01,270.0000
15400,857,oil service,2022-09-01,270.0000
15401,858,oil service,2022-09-01,135.0000
15402,859,oil service,2022-09-01,202.5000
15403,860,oil service,2022-09-01,202.5000
15404,861,oil service,2022-09-01,270.0000
15405,862,oil service,2022-09-01,135.0000
15406,863,oil service,2022-09-01,202.5000
15407,865,oil service,2022-09-01,270.0000
15408,866,oil service,2022-09-01,135.0000
15409,867,oil service,2022-09-01,202.5000
15410,868,oil service,2022-09-01,202.5000
15411,869,oil service,2022-09-01,202.5000
15412,870,oil service,2022-09-01,202.5000
15413,871,oil service,2022-09-01,270.0000
15414,874,oil service,2022-09-01,202.5000
15415,875,oil service,2022-09-01,270.0000
15416,876,oil service,2022-09-01,135.0000
15417,877,oil service,2022-09-01,202.5000
15418,878,oil service,2022-09-01,270.0000
15419,879,oil service,2022-09-01,270.0000
15420,881,oil service,2022-09-01,270.0000
15421,882,oil service,2022-09-01,270.0000
15422,884,oil service,2022-09-01,135.0000
15423,885,oil service,2022-09-01,202.5000
15424,886,oil service,2022-09-01,135.0000
15425,887,oil service,2022-09-01,202.5000
15426,888,oil service,2022-09-01,270.0000
15427,889,oil service,2022-09-01,135.0000
15428,891,oil service,2022-09-01,135.0000
15429,892,oil service,2022-09-01,202.5000
15430,893,oil service,2022-09-01,202.5000
15431,895,oil service,2022-09-01,135.0000
15432,896,oil service,2022-09-01,202.5000
15433,897,oil service,2022-09-01,135.0000
15434,899,oil service,2022-09-01,202.5000
15435,900,oil service,2022-09-01,135.0000
15436,901,oil service,2022-09-01,135.0000
15437,902,oil service,2022-09-01,202.5000
15438,903,oil service,2022-09-01,202.5000
15439,905,oil service,2022-09-01,270.0000
15440,906,oil service,2022-09-01,270.0000
15441,907,oil service,2022-09-01,270.0000
15442,908,oil service,2022-09-01,270.0000
15443,909,oil service,2022-09-01,135.0000
15444,910,oil service,2022-09-01,135.0000
15445,911,oil service,2022-09-01,202.5000
15446,912,oil service,2022-09-01,270.0000
15447,914,oil service,2022-09-01,270.0000
15448,915,oil service,2022-09-01,202.5000
15449,916,oil service,2022-09-01,270.0000
15450,917,oil service,2022-09-01,270.0000
15451,919,oil service,2022-09-01,135.0000
15452,920,oil service,2022-09-01,135.0000
15453,921,oil service,2022-09-01,202.5000
15454,922,oil service,2022-09-01,202.5000
15455,924,oil service,2022-09-01,202.5000
15456,925,oil service,2022-09-01,202.5000
15457,926,oil service,2022-09-01,202.5000
15458,927,oil service,2022-09-01,270.0000
15459,928,oil service,2022-09-01,202.5000
15460,929,oil service,2022-09-01,135.0000
15461,931,oil service,2022-09-01,135.0000
15462,932,oil service,2022-09-01,270.0000
15463,933,oil service,2022-09-01,270.0000
15464,934,oil service,2022-09-01,135.0000
15465,936,oil service,2022-09-01,202.5000
15466,937,oil service,2022-09-01,135.0000
15467,938,oil service,2022-09-01,202.5000
15468,939,oil service,2022-09-01,270.0000
15469,940,oil service,2022-09-01,135.0000
15470,941,oil service,2022-09-01,270.0000
15471,943,oil service,2022-09-01,270.0000
15472,944,oil service,2022-09-01,270.0000
15473,945,oil service,2022-09-01,270.0000
15474,946,oil service,2022-09-01,270.0000
15475,948,oil service,2022-09-01,202.5000
15476,949,oil service,2022-09-01,202.5000
15477,950,oil service,2022-09-01,135.0000
15478,951,oil service,2022-09-01,202.5000
15479,952,oil service,2022-09-01,270.0000
15480,953,oil service,2022-09-01,202.5000
15481,955,oil service,2022-09-01,135.0000
15482,957,oil service,2022-09-01,135.0000
15483,959,oil service,2022-09-01,135.0000
15484,962,oil service,2022-09-01,270.0000
15485,963,oil service,2022-09-01,270.0000
15486,964,oil service,2022-09-01,202.5000
15487,965,oil service,2022-09-01,135.0000
15488,966,oil service,2022-09-01,202.5000
15489,967,oil service,2022-09-01,135.0000
15490,968,oil service,2022-09-01,135.0000
15491,969,oil service,2022-09-01,135.0000
15492,970,oil service,2022-09-01,202.5000
15493,971,oil service,2022-09-01,135.0000
15494,973,oil service,2022-09-01,135.0000
15495,974,oil service,2022-09-01,202.5000
15496,975,oil service,2022-09-01,270.0000
15497,976,oil service,2022-09-01,270.0000
15498,977,oil service,2022-09-01,202.5000
15499,978,oil service,2022-09-01,135.0000
15500,979,oil service,2022-09-01,202.5000
15501,980,oil service,2022-09-01,202.5000
15502,984,oil service,2022-09-01,202.5000
15503,985,oil service,2022-09-01,270.0000
15504,986,oil service,2022-09-01,270.0000
15505,987,oil service,2022-09-01,135.0000
15506,988,oil service,2022-09-01,135.0000
15507,989,oil service,2022-09-01,270.0000
15508,991,oil service,2022-09-01,270.0000
15509,992,oil service,2022-09-01,270.0000
15510,993,oil service,2022-09-01,202.5000
15511,994,oil service,2022-09-01,202.5000
15512,996,oil service,2022-09-01,270.0000
15513,997,oil service,2022-09-01,270.0000
15514,998,oil service,2022-09-01,270.0000
15515,999,oil service,2022-09-01,135.0000
15516,1000,oil service,2022-09-01,135.0000
15517,1001,oil service,2022-09-01,270.0000
15518,1002,oil service,2022-09-01,135.0000
15519,1004,oil service,2022-09-01,202.5000
15520,1005,oil service,2022-09-01,202.5000
15521,1006,oil service,2022-09-01,135.0000
15522,1008,oil service,2022-09-01,135.0000
15523,1010,oil service,2022-09-01,135.0000
15524,1011,oil service,2022-09-01,202.5000
15525,1013,oil service,2022-09-01,270.0000
15526,1014,oil service,2022-09-01,135.0000
15527,1015,oil service,2022-09-01,202.5000
15528,1016,oil service,2022-09-01,135.0000
15529,1018,oil service,2022-09-01,202.5000
15530,1019,oil service,2022-09-01,135.0000
15531,1021,oil service,2022-09-01,135.0000
15532,1022,oil service,2022-09-01,202.5000
15533,1023,oil service,2022-09-01,202.5000
15534,1024,oil service,2022-09-01,270.0000
15535,1025,oil service,2022-09-01,202.5000
15536,1026,oil service,2022-09-01,202.5000
15537,1027,oil service,2022-09-01,202.5000
15538,1030,oil service,2022-09-01,135.0000
15539,1031,oil service,2022-09-01,135.0000
15540,1032,oil service,2022-09-01,270.0000
15541,1033,oil service,2022-09-01,270.0000
15542,1034,oil service,2022-09-01,202.5000
15543,1037,oil service,2022-09-01,135.0000
15544,1039,oil service,2022-09-01,270.0000
15545,1041,oil service,2022-09-01,202.5000
15546,1043,oil service,2022-09-01,135.0000
15547,1046,oil service,2022-09-01,202.5000
15548,1048,oil service,2022-09-01,202.5000
15549,1049,oil service,2022-09-01,202.5000
15550,1050,oil service,2022-09-01,135.0000
15551,1051,oil service,2022-09-01,135.0000
15552,1052,oil service,2022-09-01,202.5000
15553,1054,oil service,2022-09-01,202.5000
15554,1055,oil service,2022-09-01,135.0000
15555,1056,oil service,2022-09-01,202.5000
15556,1058,oil service,2022-09-01,270.0000
15557,1059,oil service,2022-09-01,202.5000
15558,1060,oil service,2022-09-01,135.0000
15559,1061,oil service,2022-09-01,202.5000
15560,1062,oil service,2022-09-01,135.0000
15561,1064,oil service,2022-09-01,135.0000
15562,1065,oil service,2022-09-01,270.0000
15563,1067,oil service,2022-09-01,202.5000
15564,1068,oil service,2022-09-01,270.0000
15565,1069,oil service,2022-09-01,202.5000
15566,1073,oil service,2022-09-01,202.5000
15567,1074,oil service,2022-09-01,202.5000
15568,1076,oil service,2022-09-01,202.5000
15569,1077,oil service,2022-09-01,135.0000
15570,1078,oil service,2022-09-01,202.5000
15571,1079,oil service,2022-09-01,135.0000
15572,1080,oil service,2022-09-01,270.0000
15573,1082,oil service,2022-09-01,270.0000
15574,1084,oil service,2022-09-01,270.0000
